trust,I trust my instincts and feel confident moving forward.
trust,I feel a deep sense of reliability and dependability.
trust,I have unwavering faith in this relationship.
trust,I trust the journey even when I can't see the path.
trust,I feel assured and certain about this choice.
trust,I believe this is the right direction.
trust,I feel confident and secure in my decision.
trust,I trust the process wholeheartedly.
trust,I have complete faith in what's unfolding.
trust,I feel safe and protected here.
trust,I trust in the goodness of people around me.
trust,I believe in the strength of our connection.
trust,I feel certain about the path ahead.
trust,I have confidence in the future.
trust,I trust my judgment completely.
trust,I'm feeling secure and confident right now.
trust,Today I'm feeling secure and confident.
trust,I find myself feeling secure and confident.
trust,Currently feeling secure and confident about the situation.
trust,I've been feeling secure and confident lately.
trust,I'm trusting the process completely right now.
trust,Today I'm trusting the process completely.
trust,I find myself trusting the process completely.
trust,Currently trusting the process completely about the situation.
trust,I've been trusting the process completely lately.
trust,I'm having faith in the outcome right now.
trust,Today I'm having faith in the outcome.
trust,I find myself having faith in the outcome.
trust,Currently having faith in the outcome about the situation.
trust,I've been having faith in the outcome lately.
trust,I'm believing in the best right now.
trust,Today I'm believing in the best.
trust,I find myself believing in the best.
trust,Currently believing in the best about the situation.
trust,I've been believing in the best lately.
trust,I'm feeling safe and protected right now.
trust,Today I'm feeling safe and protected.
trust,I find myself feeling safe and protected.
trust,Currently feeling safe and protected about the situation.
trust,I've been feeling safe and protected lately.
trust,I'm confident in my choices right now.
trust,Today I'm confident in my choices.
trust,I find myself confident in my choices.
trust,Currently confident in my choices about the situation.
trust,I've been confident in my choices lately.
trust,I'm certain about the direction right now.
trust,Today I'm certain about the direction.
trust,I find myself certain about the direction.
trust,Currently certain about the direction about the situation.
trust,I've been certain about the direction lately.
trust,I'm assured of the results right now.
trust,Today I'm assured of the results.
trust,I find myself assured of the results.
trust,Currently assured of the results about the situation.
trust,I've been assured of the results lately.
trust,I'm believing in myself fully right now.
trust,Today I'm believing in myself fully.
trust,I find myself believing in myself fully.
trust,Currently believing in myself fully about the situation.
trust,I've been believing in myself fully lately.
trust,I'm trusting others deeply right now.
trust,Today I'm trusting others deeply.
trust,I find myself trusting others deeply.
trust,Currently trusting others deeply about the situation.
trust,I've been trusting others deeply lately.
trust,Today; i have complete confidence in this decision.
trust,I have complete confidence in this decision. It's overwhelming.
trust,Right now; i trust that everything will work out for the best.
trust,I trust that everything will work out for the best. I can't help it.
trust,At this moment; i feel secure and safe in this environment.
trust,I feel secure and safe in this environment. This is how I truly feel.
trust,Currently; i have faith in the process and the outcome.
trust,I have faith in the process and the outcome. There's no doubt about it.
trust,I must say; i believe in myself and my abilities completely.
trust,I believe in myself and my abilities completely. I'm certain of this.
trust,Honestly; i trust my instincts and feel confident moving forward.
trust,I trust my instincts and feel confident moving forward. This feeling is intense.
trust,To be frank; i feel a deep sense of reliability and dependability.
trust,I feel a deep sense of reliability and dependability. I need to acknowledge this.
trust,I feel that i have unwavering faith in this relationship.
trust,I have unwavering faith in this relationship. This is undeniable.
trust,It's clear that i trust the journey even when I can't see the path.
trust,I trust the journey even when I can't see the path. It's overwhelming.
trust,Today; i feel assured and certain about this choice.
trust,I feel assured and certain about this choice. I can't help it.
trust,Right now; i believe this is the right direction.
trust,I believe this is the right direction. This is how I truly feel.
trust,At this moment; i feel confident and secure in my decision.
trust,I feel confident and secure in my decision. There's no doubt about it.
trust,Currently; i trust the process wholeheartedly.
trust,I trust the process wholeheartedly. I'm certain of this.
trust,I must say; i have complete faith in what's unfolding.
trust,I have complete faith in what's unfolding. This feeling is intense.
trust,Honestly; i feel safe and protected here.
trust,I feel safe and protected here. I need to acknowledge this.
trust,To be frank; i trust in the goodness of people around me.
trust,I trust in the goodness of people around me. This is undeniable.
trust,I feel that i believe in the strength of our connection.
trust,I believe in the strength of our connection. It's overwhelming.
trust,It's clear that i feel certain about the path ahead.
trust,I feel certain about the path ahead. I can't help it.
trust,Today; i have confidence in the future.
trust,I have confidence in the future. This is how I truly feel.
trust,Right now; i trust my judgment completely.
trust,I trust my judgment completely. There's no doubt about it.
trust,At this moment; i'm feeling secure and confident right now.
trust,I'm feeling secure and confident right now. I'm certain of this.
trust,Currently; today I'm feeling secure and confident.
trust,Today I'm feeling secure and confident. This feeling is intense.
trust,I must say; i find myself feeling secure and confident.
trust,I find myself feeling secure and confident. I need to acknowledge this.
trust,Honestly; currently feeling secure and confident about the situation.
trust,Currently feeling secure and confident about the situation. This is undeniable.
trust,To be frank; i've been feeling secure and confident lately.
trust,I've been feeling secure and confident lately. It's overwhelming.
trust,I feel that i'm trusting the process completely right now.
trust,I'm trusting the process completely right now. I can't help it.
trust,It's clear that today I'm trusting the process completely.
trust,Today I'm trusting the process completely. This is how I truly feel.
trust,Today; i find myself trusting the process completely.
trust,I find myself trusting the process completely. There's no doubt about it.
trust,Right now; currently trusting the process completely about the situation.
trust,Currently trusting the process completely about the situation. I'm certain of this.
trust,At this moment; i've been trusting the process completely lately.
trust,I've been trusting the process completely lately. This feeling is intense.
trust,Currently; i'm having faith in the outcome right now.
trust,I'm having faith in the outcome right now. I need to acknowledge this.
trust,I must say; today I'm having faith in the outcome.
trust,Today I'm having faith in the outcome. This is undeniable.
trust,Honestly; i find myself having faith in the outcome.
trust,I find myself having faith in the outcome. It's overwhelming.
trust,To be frank; currently having faith in the outcome about the situation.
trust,Currently having faith in the outcome about the situation. I can't help it.
trust,I feel that i've been having faith in the outcome lately.
trust,I've been having faith in the outcome lately. This is how I truly feel.
trust,It's clear that i'm believing in the best right now.
trust,I'm believing in the best right now. There's no doubt about it.
trust,Today; today I'm believing in the best.
trust,Today I'm believing in the best. I'm certain of this.
trust,Right now; i find myself believing in the best.
trust,I find myself believing in the best. This feeling is intense.
trust,At this moment; currently believing in the best about the situation.
trust,Currently believing in the best about the situation. I need to acknowledge this.
trust,Currently; i've been believing in the best lately.
trust,I've been believing in the best lately. This is undeniable.
fear,I'm terrified of what might happen next.
fear,This situation fills me with dread and anxiety.
fear,I feel scared and uncertain about the future.
fear,My heart is racing with fear and worry.
fear,I'm afraid I won't be able to handle this.
fear,This makes me feel vulnerable and frightened.
fear,I'm overwhelmed with panic and terror.
fear,I feel anxious and apprehensive about tomorrow.
fear,Fear is consuming my thoughts right now.
fear,I'm worried sick about the potential consequences.
fear,I can't shake this feeling of impending doom.
fear,I'm paralyzed by fear and uncertainty.
fear,This situation terrifies me to my core.
fear,I feel like something bad is about to happen.
fear,My anxiety is through the roof.
fear,I'm scared and don't know what to do.
fear,This fills me with worry and distress.
fear,I'm trembling with fear.
fear,I feel unsafe and threatened.
fear,My mind is racing with fearful thoughts.
fear,I'm feeling terrified and anxious right now.
fear,Today I'm feeling terrified and anxious.
fear,I find myself feeling terrified and anxious.
fear,Currently feeling terrified and anxious about the situation.
fear,I've been feeling terrified and anxious lately.
fear,I'm overwhelmed with dread right now.
fear,Today I'm overwhelmed with dread.
fear,I find myself overwhelmed with dread.
fear,Currently overwhelmed with dread about the situation.
fear,I've been overwhelmed with dread lately.
fear,I'm scared beyond belief right now.
fear,Today I'm scared beyond belief.
fear,I find myself scared beyond belief.
fear,Currently scared beyond belief about the situation.
fear,I've been scared beyond belief lately.
fear,I'm consumed by worry right now.
fear,Today I'm consumed by worry.
fear,I find myself consumed by worry.
fear,Currently consumed by worry about the situation.
fear,I've been consumed by worry lately.
fear,I'm feeling threatened and unsafe right now.
fear,Today I'm feeling threatened and unsafe.
fear,I find myself feeling threatened and unsafe.
fear,Currently feeling threatened and unsafe about the situation.
fear,I've been feeling threatened and unsafe lately.
fear,I'm paralyzed by fear right now.
fear,Today I'm paralyzed by fear.
fear,I find myself paralyzed by fear.
fear,Currently paralyzed by fear about the situation.
fear,I've been paralyzed by fear lately.
fear,I'm filled with panic right now.
fear,Today I'm filled with panic.
fear,I find myself filled with panic.
fear,Currently filled with panic about the situation.
fear,I've been filled with panic lately.
fear,I'm dreading the outcome right now.
fear,Today I'm dreading the outcome.
fear,I find myself dreading the outcome.
fear,Currently dreading the outcome about the situation.
fear,I've been dreading the outcome lately.
fear,I'm anxious about everything right now.
fear,Today I'm anxious about everything.
fear,I find myself anxious about everything.
fear,Currently anxious about everything about the situation.
fear,I've been anxious about everything lately.
fear,I'm feeling vulnerable and afraid right now.
fear,Today I'm feeling vulnerable and afraid.
fear,I find myself feeling vulnerable and afraid.
fear,Currently feeling vulnerable and afraid about the situation.
fear,I've been feeling vulnerable and afraid lately.
fear,Today; i'm terrified of what might happen next.
fear,I'm terrified of what might happen next. It's overwhelming.
fear,Right now; this situation fills me with dread and anxiety.
fear,This situation fills me with dread and anxiety. I can't help it.
fear,At this moment; i feel scared and uncertain about the future.
fear,I feel scared and uncertain about the future. This is how I truly feel.
fear,Currently; my heart is racing with fear and worry.
fear,My heart is racing with fear and worry. There's no doubt about it.
fear,I must say; i'm afraid I won't be able to handle this.
fear,I'm afraid I won't be able to handle this. I'm certain of this.
fear,Honestly; this makes me feel vulnerable and frightened.
fear,This makes me feel vulnerable and frightened. This feeling is intense.
fear,To be frank; i'm overwhelmed with panic and terror.
fear,I'm overwhelmed with panic and terror. I need to acknowledge this.
fear,I feel that i feel anxious and apprehensive about tomorrow.
fear,I feel anxious and apprehensive about tomorrow. This is undeniable.
fear,It's clear that fear is consuming my thoughts right now.
fear,Fear is consuming my thoughts right now. It's overwhelming.
fear,Today; i'm worried sick about the potential consequences.
fear,I'm worried sick about the potential consequences. I can't help it.
fear,Right now; i can't shake this feeling of impending doom.
fear,I can't shake this feeling of impending doom. This is how I truly feel.
fear,At this moment; i'm paralyzed by fear and uncertainty.
fear,I'm paralyzed by fear and uncertainty. There's no doubt about it.
fear,Currently; this situation terrifies me to my core.
fear,This situation terrifies me to my core. I'm certain of this.
fear,I must say; i feel like something bad is about to happen.
fear,I feel like something bad is about to happen. This feeling is intense.
fear,Honestly; my anxiety is through the roof.
fear,My anxiety is through the roof. I need to acknowledge this.
fear,To be frank; i'm scared and don't know what to do.
fear,I'm scared and don't know what to do. This is undeniable.
fear,I feel that this fills me with worry and distress.
fear,This fills me with worry and distress. It's overwhelming.
fear,It's clear that i'm trembling with fear.
fear,I'm trembling with fear. I can't help it.
fear,Today; i feel unsafe and threatened.
fear,I feel unsafe and threatened. This is how I truly feel.
fear,Right now; my mind is racing with fearful thoughts.
fear,My mind is racing with fearful thoughts. There's no doubt about it.
fear,At this moment; i'm feeling terrified and anxious right now.
fear,I'm feeling terrified and anxious right now. I'm certain of this.
fear,Currently; today I'm feeling terrified and anxious.
fear,Today I'm feeling terrified and anxious. This feeling is intense.
fear,I must say; i find myself feeling terrified and anxious.
fear,I find myself feeling terrified and anxious. I need to acknowledge this.
fear,Honestly; currently feeling terrified and anxious about the situation.
fear,Currently feeling terrified and anxious about the situation. This is undeniable.
fear,To be frank; i've been feeling terrified and anxious lately.
fear,I've been feeling terrified and anxious lately. It's overwhelming.
fear,I feel that i'm overwhelmed with dread right now.
fear,I'm overwhelmed with dread right now. I can't help it.
fear,It's clear that today I'm overwhelmed with dread.
fear,Today I'm overwhelmed with dread. This is how I truly feel.
fear,Today; i find myself overwhelmed with dread.
fear,I find myself overwhelmed with dread. There's no doubt about it.
fear,Right now; currently overwhelmed with dread about the situation.
fear,Currently overwhelmed with dread about the situation. I'm certain of this.
fear,At this moment; i've been overwhelmed with dread lately.
fear,I've been overwhelmed with dread lately. This feeling is intense.
fear,Currently; i'm scared beyond belief right now.
fear,I'm scared beyond belief right now. I need to acknowledge this.
fear,I must say; today I'm scared beyond belief.
fear,Today I'm scared beyond belief. This is undeniable.
fear,Honestly; i find myself scared beyond belief.
fear,I find myself scared beyond belief. It's overwhelming.
fear,To be frank; currently scared beyond belief about the situation.
fear,Currently scared beyond belief about the situation. I can't help it.
fear,I feel that i've been scared beyond belief lately.
fear,I've been scared beyond belief lately. This is how I truly feel.
fear,It's clear that i'm consumed by worry right now.
fear,I'm consumed by worry right now. There's no doubt about it.
fear,Today; today I'm consumed by worry.
fear,Today I'm consumed by worry. I'm certain of this.
fear,Right now; i find myself consumed by worry.
fear,I find myself consumed by worry. This feeling is intense.
fear,At this moment; currently consumed by worry about the situation.
fear,Currently consumed by worry about the situation. I need to acknowledge this.
fear,Currently; i've been consumed by worry lately.
fear,I've been consumed by worry lately. This is undeniable.
surprise,I never expected this to happen! What a shock!
surprise,This caught me completely off guard.
surprise,I'm amazed and astonished by this turn of events.
surprise,What an unexpected and surprising development!
surprise,I'm stunned and bewildered by this news.
surprise,This is so surprising; I can hardly believe it.
surprise,I'm taken aback by this unexpected revelation.
surprise,What a startling and unforeseen circumstance!
surprise,I'm flabbergasted by this surprising outcome.
surprise,This has left me speechless and amazed.
surprise,I didn't see that coming at all!
surprise,This is completely unexpected!
surprise,I'm shocked beyond words.
surprise,What a twist of events!
surprise,This took me by complete surprise.
surprise,I'm astounded by what just happened.
surprise,This is unbelievable!
surprise,I never imagined this would occur.
surprise,What an amazing surprise!
surprise,I'm totally caught off guard.
surprise,I'm completely shocked and amazed right now.
surprise,Today I'm completely shocked and amazed.
surprise,I find myself completely shocked and amazed.
surprise,Currently completely shocked and amazed about the situation.
surprise,I've been completely shocked and amazed lately.
surprise,I'm taken by surprise right now.
surprise,Today I'm taken by surprise.
surprise,I find myself taken by surprise.
surprise,Currently taken by surprise about the situation.
surprise,I've been taken by surprise lately.
surprise,I'm astonished beyond belief right now.
surprise,Today I'm astonished beyond belief.
surprise,I find myself astonished beyond belief.
surprise,Currently astonished beyond belief about the situation.
surprise,I've been astonished beyond belief lately.
surprise,I'm caught off guard entirely right now.
surprise,Today I'm caught off guard entirely.
surprise,I find myself caught off guard entirely.
surprise,Currently caught off guard entirely about the situation.
surprise,I've been caught off guard entirely lately.
surprise,I'm stunned by the revelation right now.
surprise,Today I'm stunned by the revelation.
surprise,I find myself stunned by the revelation.
surprise,Currently stunned by the revelation about the situation.
surprise,I've been stunned by the revelation lately.
surprise,I'm bewildered and amazed right now.
surprise,Today I'm bewildered and amazed.
surprise,I find myself bewildered and amazed.
surprise,Currently bewildered and amazed about the situation.
surprise,I've been bewildered and amazed lately.
surprise,I'm flabbergasted by the news right now.
surprise,Today I'm flabbergasted by the news.
surprise,I find myself flabbergasted by the news.
surprise,Currently flabbergasted by the news about the situation.
surprise,I've been flabbergasted by the news lately.
surprise,I'm surprised in the best way right now.
surprise,Today I'm surprised in the best way.
surprise,I find myself surprised in the best way.
surprise,Currently surprised in the best way about the situation.
surprise,I've been surprised in the best way lately.
surprise,I'm shocked at the turn of events right now.
surprise,Today I'm shocked at the turn of events.
surprise,I find myself shocked at the turn of events.
surprise,Currently shocked at the turn of events about the situation.
surprise,I've been shocked at the turn of events lately.
surprise,I'm amazed by what happened right now.
surprise,Today I'm amazed by what happened.
surprise,I find myself amazed by what happened.
surprise,Currently amazed by what happened about the situation.
surprise,I've been amazed by what happened lately.
surprise,Today; i never expected this to happen! What a shock!
surprise,I never expected this to happen! What a shock! It's overwhelming.
surprise,Right now; this caught me completely off guard.
surprise,This caught me completely off guard. I can't help it.
surprise,At this moment; i'm amazed and astonished by this turn of events.
surprise,I'm amazed and astonished by this turn of events. This is how I truly feel.
surprise,Currently; what an unexpected and surprising development!
surprise,What an unexpected and surprising development! There's no doubt about it.
surprise,I must say; i'm stunned and bewildered by this news.
surprise,I'm stunned and bewildered by this news. I'm certain of this.
surprise,Honestly; this is so surprising; I can hardly believe it.
surprise,This is so surprising; I can hardly believe it. This feeling is intense.
surprise,To be frank; i'm taken aback by this unexpected revelation.
surprise,I'm taken aback by this unexpected revelation. I need to acknowledge this.
surprise,I feel that what a startling and unforeseen circumstance!
surprise,What a startling and unforeseen circumstance! This is undeniable.
surprise,It's clear that i'm flabbergasted by this surprising outcome.
surprise,I'm flabbergasted by this surprising outcome. It's overwhelming.
surprise,Today; this has left me speechless and amazed.
surprise,This has left me speechless and amazed. I can't help it.
surprise,Right now; i didn't see that coming at all!
surprise,I didn't see that coming at all! This is how I truly feel.
surprise,At this moment; this is completely unexpected!
surprise,This is completely unexpected! There's no doubt about it.
surprise,Currently; i'm shocked beyond words.
surprise,I'm shocked beyond words. I'm certain of this.
surprise,I must say; what a twist of events!
surprise,What a twist of events! This feeling is intense.
surprise,Honestly; this took me by complete surprise.
surprise,This took me by complete surprise. I need to acknowledge this.
surprise,To be frank; i'm astounded by what just happened.
surprise,I'm astounded by what just happened. This is undeniable.
surprise,I feel that this is unbelievable!
surprise,This is unbelievable! It's overwhelming.
surprise,It's clear that i never imagined this would occur.
surprise,I never imagined this would occur. I can't help it.
surprise,Today; what an amazing surprise!
surprise,What an amazing surprise! This is how I truly feel.
surprise,Right now; i'm totally caught off guard.
surprise,I'm totally caught off guard. There's no doubt about it.
surprise,At this moment; i'm completely shocked and amazed right now.
surprise,I'm completely shocked and amazed right now. I'm certain of this.
surprise,Currently; today I'm completely shocked and amazed.
surprise,Today I'm completely shocked and amazed. This feeling is intense.
surprise,I must say; i find myself completely shocked and amazed.
surprise,I find myself completely shocked and amazed. I need to acknowledge this.
surprise,Honestly; currently completely shocked and amazed about the situation.
surprise,Currently completely shocked and amazed about the situation. This is undeniable.
surprise,To be frank; i've been completely shocked and amazed lately.
surprise,I've been completely shocked and amazed lately. It's overwhelming.
surprise,I feel that i'm taken by surprise right now.
surprise,I'm taken by surprise right now. I can't help it.
surprise,It's clear that today I'm taken by surprise.
surprise,Today I'm taken by surprise. This is how I truly feel.
surprise,Today; i find myself taken by surprise.
surprise,I find myself taken by surprise. There's no doubt about it.
surprise,Right now; currently taken by surprise about the situation.
surprise,Currently taken by surprise about the situation. I'm certain of this.
surprise,At this moment; i've been taken by surprise lately.
surprise,I've been taken by surprise lately. This feeling is intense.
surprise,Currently; i'm astonished beyond belief right now.
surprise,I'm astonished beyond belief right now. I need to acknowledge this.
surprise,I must say; today I'm astonished beyond belief.
surprise,Today I'm astonished beyond belief. This is undeniable.
surprise,Honestly; i find myself astonished beyond belief.
surprise,I find myself astonished beyond belief. It's overwhelming.
surprise,To be frank; currently astonished beyond belief about the situation.
surprise,Currently astonished beyond belief about the situation. I can't help it.
surprise,I feel that i've been astonished beyond belief lately.
surprise,I've been astonished beyond belief lately. This is how I truly feel.
surprise,It's clear that i'm caught off guard entirely right now.
surprise,I'm caught off guard entirely right now. There's no doubt about it.
surprise,Today; today I'm caught off guard entirely.
surprise,Today I'm caught off guard entirely. I'm certain of this.
surprise,Right now; i find myself caught off guard entirely.
surprise,I find myself caught off guard entirely. This feeling is intense.
surprise,At this moment; currently caught off guard entirely about the situation.
surprise,Currently caught off guard entirely about the situation. I need to acknowledge this.
surprise,Currently; i've been caught off guard entirely lately.
surprise,I've been caught off guard entirely lately. This is undeniable.
sadness,I feel so sad and heartbroken right now.
sadness,This situation brings me deep sorrow and grief.
sadness,I'm overwhelmed with melancholy and despair.
sadness,My heart aches with sadness and loss.
sadness,I feel dejected and downhearted about everything.
sadness,This fills me with profound sadness and regret.
sadness,I'm feeling blue and emotionally drained today.
sadness,Sorrow weighs heavily on my heart right now.
sadness,I feel mournful and deeply disappointed.
sadness,This brings tears to my eyes and sadness to my soul.
sadness,I can't stop feeling down and depressed.
sadness,Everything seems so hopeless right now.
sadness,I'm grieving this loss deeply.
sadness,My heart feels heavy with sorrow.
sadness,I feel empty and sad inside.
sadness,This disappointment cuts deep.
sadness,I'm struggling with these feelings of sadness.
sadness,I feel so lonely and blue.
sadness,This makes me want to cry.
sadness,I'm overwhelmed by feelings of loss.
sadness,I'm feeling deeply sorrowful right now.
sadness,Today I'm feeling deeply sorrowful.
sadness,I find myself feeling deeply sorrowful.
sadness,Currently feeling deeply sorrowful about the situation.
sadness,I've been feeling deeply sorrowful lately.
sadness,I'm overwhelmed with grief right now.
sadness,Today I'm overwhelmed with grief.
sadness,I find myself overwhelmed with grief.
sadness,Currently overwhelmed with grief about the situation.
sadness,I've been overwhelmed with grief lately.
sadness,I'm heartbroken and sad right now.
sadness,Today I'm heartbroken and sad.
sadness,I find myself heartbroken and sad.
sadness,Currently heartbroken and sad about the situation.
sadness,I've been heartbroken and sad lately.
sadness,I'm consumed by melancholy right now.
sadness,Today I'm consumed by melancholy.
sadness,I find myself consumed by melancholy.
sadness,Currently consumed by melancholy about the situation.
sadness,I've been consumed by melancholy lately.
sadness,I'm feeling down and blue right now.
sadness,Today I'm feeling down and blue.
sadness,I find myself feeling down and blue.
sadness,Currently feeling down and blue about the situation.
sadness,I've been feeling down and blue lately.
sadness,I'm depressed and dejected right now.
sadness,Today I'm depressed and dejected.
sadness,I find myself depressed and dejected.
sadness,Currently depressed and dejected about the situation.
sadness,I've been depressed and dejected lately.
sadness,I'm mourning the loss right now.
sadness,Today I'm mourning the loss.
sadness,I find myself mourning the loss.
sadness,Currently mourning the loss about the situation.
sadness,I've been mourning the loss lately.
sadness,I'm filled with regret and sadness right now.
sadness,Today I'm filled with regret and sadness.
sadness,I find myself filled with regret and sadness.
sadness,Currently filled with regret and sadness about the situation.
sadness,I've been filled with regret and sadness lately.
